"CBSA","DIV","CSA","Type","Population","CBSA Name","Div Name","CSA Name"
"36620",,"147","Micro","53,260","Ontario, OR-ID",,"Boise City-Mountain Home-Ontario, ID-OR"
"36660",,"318","Micro","83,580","Opelousas, LA",,"Lafayette-Opelousas-Morgan City, LA"
"36700",,"192","Micro","89,116","Orangeburg, SC",,"Columbia-Orangeburg-Newberry, SC"
"36740",,"422","Metro","2,390,859","Orlando-Kissimmee-Sanford, FL",,"Orlando-Lakeland-Deltona, FL"
"36780",,"118","Metro","169,540","Oshkosh-Neenah, WI",,"Appleton-Oshkosh-Neenah, WI"
"36820",,"218","Micro","22,301","Oskaloosa, IA",,"Des Moines-Ames-West Des Moines, IA"
"36830",,"393","Micro","19,261","Othello, WA",,"Moses Lake-Othello, WA"
"36837",,"176","Micro","147,503","Ottawa, IL",,"Chicago-Naperville, IL-IN-WI"
"36840",,"312","Micro","25,599","Ottawa, KS",,"Kansas City-Overland Park-Kansas City, MO-KS"
"36900",,,"Micro","44,155","Ottumwa, IA",,
"36940",,"378","Micro","36,612","Owatonna, MN",,"Minneapolis-St. Paul, MN-WI"
"36980",,,"Metro","117,319","Owensboro, KY",,
"37060",,,"Micro","52,744","Oxford, MS",,
"37100",,"348","Metro","847,834","Oxnard-Thousand Oaks-Ventura, CA",,"Los Angeles-Long Beach, CA"
"37120",,"222","Micro","49,393","Ozark, AL",,"Dothan-Ozark, AL"
"37140",,"424","Micro","97,319","Paducah, KY-IL",,"Paducah-Mayfield, KY-IL"
"37220",,"332","Micro","43,296","Pahrump, NV",,"Las Vegas-Henderson, NV"
"37260",,"300","Micro","72,435","Palatka, FL",,"Jacksonville-St. Marys-Palatka, FL-GA"
"37300",,,"Micro","57,747","Palestine, TX",,
"37340",,,"Metro","568,183","Palm Bay-Melbourne-Titusville, FL",,
"37420",,"108","Micro","22,962","Pampa, TX",,"Amarillo-Pampa-Borger, TX"
"37460",,,"Metro","196,135","Panama City, FL",,
"37500",,"308","Micro","44,197","Paragould, AR",,"Jonesboro-Paragould, AR"
"37540",,,"Micro","32,263","Paris, TN",,
"37580",,,"Micro","49,401","Paris, TX",,
"37620",,"425","Metro","91,816","Parkersburg-Vienna, WV",,"Parkersburg-Marietta-Vienna, WV-OH"
"37660",,,"Micro","20,553","Parsons, KS",,
"37740",,"429","Micro","53,145","Payson, AZ",,"Phoenix-Mesa, AZ"
"37770",,"484","Micro","17,104","Pearsall, TX",,"San Antonio-New Braunfels-Pearsall, TX"
"37780",,,"Micro","14,791","Pecos, TX",,
"37800",,"218","Micro","33,127","Pella, IA",,"Des Moines-Ames-West Des Moines, IA"
"37860",,"426","Metro","476,702","Pensacola-Ferry Pass-Brent, FL",,"Pensacola-Ferry Pass, FL-AL"
"37900",,,"Metro","377,258","Peoria, IL",,
"37940",,"316","Micro","36,035","Peru, IN",,"Kokomo-Peru, IN"
"37980","15804","428","Metro","6,065,644","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Camden, NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"37980","33874","428","Metro","6,065,644","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Montgomery County-Bucks County-Chester County, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"37980","37964","428","Metro","6,065,644","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"37980","48864","428","Metro","6,065,644","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Wilmington, DE-MD-NJ","Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"38060",,"429","Metro","4,561,038","Phoenix-Mesa-Chandler, AZ",,"Phoenix-Mesa, AZ"
"38100",,"406","Micro","55,049","Picayune, MS",,"New Orleans-Metairie-Hammond, LA-MS"
"38180",,,"Micro","21,956","Pierre, SD",,
"38220",,"340","Metro","93,590","Pine Bluff, AR",,"Little Rock-North Little Rock, AR"
"38240",,"246","Micro","94,191","Pinehurst-Southern Pines, NC",,"Fayetteville-Sanford-Lumberton, NC"
"38260",,,"Micro","39,099","Pittsburg, KS",,
"38300",,"430","Metro","2,348,143","Pittsburgh, PA",,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
"38340",,,"Metro","127,751","Pittsfield, MA",,
"38380",,"352","Micro","34,527","Plainview, TX",,"Lubbock-Plainview-Levelland, TX"
"38420",,,"Micro","51,742","Platteville, WI",,
"38460",,,"Micro","81,224","Plattsburgh, NY",,
"38500",,"515","Micro","46,752","Plymouth, IN",,"South Bend-Elkhart-Mishawaka, IN-MI"
"38540",,,"Metro","84,113","Pocatello, ID",,
"38580",,"170","Micro","57,203","Point Pleasant, WV-OH",,"Charleston-Huntington-Ashland, WV-OH-KY"
"38620",,,"Micro","45,173","Ponca City, OK",,
"38660",,"434","Metro","316,625","Ponce, PR",,"Ponce-Yauco-Coamo, PR"
"38700",,"145","Micro","36,812","Pontiac, IL",,"Bloomington-Pontiac, IL"
"38740",,,"Micro","42,826","Poplar Bluff, MO",,
"38780",,"188","Micro","19,313","Portales, NM",,"Clovis-Portales, NM"
"38820",,,"Micro","73,439","Port Angeles, WA",,
"38860",,"438","Metro","525,776","Portland-South Portland, ME",,"Portland-Lewiston-South Portland, ME"
"38900",,"440","Metro","2,382,037","Portland-Vancouver-Hillsboro, OR-WA",,"Portland-Vancouver-Salem, OR-WA"
"38920",,"544","Micro","21,821","Port Lavaca, TX",,"Victoria-Port Lavaca, TX"
"38940",,"370","Metro","454,482","Port St. Lucie, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL"
"39020",,"170","Micro","76,871","Portsmouth, OH",,"Charleston-Huntington-Ashland, WV-OH-KY"
"39060",,,"Micro","144,287","Pottsville, PA",,
"39100",,"408","Metro","664,866","Poughkeepsie-Newburgh-Middletown, NY",,"New York-Newark, NY-NJ-CT-PA"
"39150",,,"Metro","215,883","Prescott Valley-Prescott, AZ",,
"39220",,,"Micro","20,512","Price, UT",,
"39260",,"140","Micro","21,717","Prineville, OR",,"Bend-Prineville, OR"
"39300",,"148","Metro","1,613,154","Providence-Warwick, RI-MA",,"Boston-Worcester-Providence, MA-RI-NH-CT"
"39340",,"482","Metro","587,190","Provo-Orem, UT",,"Salt Lake City-Provo-Orem, UT"
"39380",,"444","Metro","163,368","Pueblo, CO",,"Pueblo-Cañon City, CO"
"39420",,"446","Micro","47,794","Pullman, WA",,"Pullman-Moscow, WA-ID"
"39460",,"412","Metro","173,236","Punta Gorda, FL",,"North Port-Sarasota, FL"
"39500",,"448","Micro","76,865","Quincy, IL-MO",,"Quincy-Hannibal, IL-MO"
"39540",,"376","Metro","195,101","Racine, WI",,"Milwaukee-Racine-Waukesha, WI"
"39580",,"450","Metro","1,273,985","Raleigh-Cary, NC",,"Raleigh-Durham-Cary, NC"
"39660",,"452","Metro","143,711","Rapid City, SD",,"Rapid City-Spearfish, SD"
"39700",,"154","Micro","21,839","Raymondville, TX",,"Brownsville-Harlingen-Raymondville, TX"
"39740",,"428","Metro","415,500","Reading, PA",,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"39780",,"454","Micro","63,247","Red Bluff, CA",,"Redding-Red Bluff, CA"
"39820",,"454","Metro","178,919","Redding, CA",,"Redding-Red Bluff, CA"
"39860",,"378","Micro","46,138","Red Wing, MN",,"Minneapolis-St. Paul, MN-WI"
"39900",,"456","Metro","449,442","Reno, NV",,"Reno-Carson City-Fernley, NV"
"39940",,"292","Micro","51,130","Rexburg, ID",,"Idaho Falls-Rexburg-Blackfoot, ID"
"39980",,"458","Micro","66,972","Richmond, IN",,"Richmond-Connersville, IN"
"40060",,,"Metro","1,270,158","Richmond, VA",,
"40080",,"336","Micro","105,191","Richmond-Berea, KY",,"Lexington-Fayette--Richmond--Frankfort, KY"
"40100",,"365","Micro","63,420","Rio Grande City-Roma, TX",,"McAllen-Edinburg, TX"
"40140",,"348","Metro","4,476,222","Riverside-San Bernardino-Ontario, CA",,"Los Angeles-Long Beach, CA"
"40180",,,"Micro","40,354","Riverton, WY",,
"40220",,,"Metro","313,069","Roanoke, VA",,
"40260",,"468","Micro","72,726","Roanoke Rapids, NC",,"Rocky Mount-Wilson-Roanoke Rapids, NC"
"40300",,"466","Micro","51,619","Rochelle, IL",,"Rockford-Freeport-Rochelle, IL"
"40340",,"462","Metro","214,485","Rochester, MN",,"Rochester-Austin, MN"
"40380",,"464","Metro","1,080,653","Rochester, NY",,"Rochester-Batavia-Seneca Falls, NY"
"40420",,"466","Metro","341,150","Rockford, IL",,"Rockford-Freeport-Rochelle, IL"
"40460",,,"Micro","45,447","Rockingham, NC",,
"40530",,"204","Micro","20,644","Rockport, TX",,"Corpus Christi-Kingsville-Alice, TX"
"40540",,,"Micro","44,527","Rock Springs, WY",,
"40580",,"468","Metro","148,157","Rocky Mount, NC",,"Rocky Mount-Wilson-Roanoke Rapids, NC"
"40620",,,"Micro","44,873","Rolla, MO",,
"40660",,"122","Metro","96,471","Rome, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"40700",,,"Micro","107,576","Roseburg, OR",,
"40740",,,"Micro","65,454","Roswell, NM",,
"40760",,,"Micro","19,497","Ruidoso, NM",,
"40780",,,"Micro","84,973","Russellville, AR",,
"40820",,"384","Micro","47,536","Ruston, LA",,"Monroe-Ruston, LA"
"40860",,,"Micro","59,676","Rutland, VT",,
"40900",,"472","Metro","2,268,005","Sacramento-Roseville-Folsom, CA",,"Sacramento-Roseville, CA"
"40940",,,"Micro","37,700","Safford, AZ",,
"40980",,"474","Metro","193,803","Saginaw, MI",,"Saginaw-Midland-Bay City, MI"
"41060",,"378","Metro","194,660","St. Cloud, MN",,"Minneapolis-St. Paul, MN-WI"
"41100",,,"Metro","155,577","St. George, UT",,
"41140",,"312","Metro","127,137","St. Joseph, MO-KS",,"Kansas City-Overland Park-Kansas City, MO-KS"
"41180",,"476","Metro","2,804,998","St. Louis, MO-IL",,"St. Louis-St. Charles-Farmington, MO-IL"
"41220",,"300","Micro","52,252","St. Marys, GA",,"Jacksonville-St. Marys-Palatka, FL-GA"
"41260",,,"Micro","30,781","St. Marys, PA",,
"41400",,"566","Micro","104,584","Salem, OH",,"Youngstown-Warren, OH-PA"
"41420",,"440","Metro","410,119","Salem, OR",,"Portland-Vancouver-Salem, OR-WA"
"41460",,,"Micro","61,291","Salina, KS",,
"41500",,,"Metro","433,168","Salinas, CA",,
"41540",,"480","Metro","394,925","Salisbury, MD-DE",,"Salisbury-Cambridge, MD-DE"
"41620",,"482","Metro","1,170,057","Salt Lake City, UT",,"Salt Lake City-Provo-Orem, UT"
"41660",,,"Metro","118,498","San Angelo, TX",,
"41700",,"484","Metro","2,377,507","San Antonio-New Braunfels, TX",,"San Antonio-New Braunfels-Pearsall, TX"
"41740",,,"Metro","3,283,665","San Diego-Chula Vista-Carlsbad, CA",,
"41760",,,"Micro","41,855","Sandpoint, ID",,
"41780",,"184","Micro","75,369","Sandusky, OH",,"Cleveland-Akron-Canton, OH"
"41820",,"246","Micro","59,805","Sanford, NC",,"Fayetteville-Sanford-Lumberton, NC"
"41860","36084","488","Metro","4,641,820","San Francisco-Oakland-Berkeley, CA","Oakland-Berkeley-Livermore, CA","San Jose-San Francisco-Oakland, CA"
"41860","41884","488","Metro","4,641,820","San Francisco-Oakland-Berkeley, CA","San Francisco-San Mateo-Redwood City, CA","San Jose-San Francisco-Oakland, CA"
"41860","42034","488","Metro","4,641,820","San Francisco-Oakland-Berkeley, CA","San Rafael, CA","San Jose-San Francisco-Oakland, CA"
"41900",,"364","Metro","130,166","San Germán, PR",,"Mayagüez-San Germán, PR"
"41940",,"488","Metro","1,969,897","San Jose-Sunnyvale-Santa Clara, CA",,"San Jose-San Francisco-Oakland, CA"
"41980",,"490","Metro","2,193,264","San Juan-Bayamón-Caguas, PR",,"San Juan-Bayamón, PR"
"42020",,,"Metro","280,119","San Luis Obispo-Paso Robles, CA",,
"42100",,"488","Metro","273,263","Santa Cruz-Watsonville, CA",,"San Jose-San Francisco-Oakland, CA"
"42140",,"106","Metro","147,514","Santa Fe, NM",,"Albuquerque-Santa Fe-Las Vegas, NM"
"42180",,"434","Micro","22,475","Santa Isabel, PR",,"Ponce-Yauco-Coamo, PR"
"42200",,,"Metro","442,996","Santa Maria-Santa Barbara, CA",,
"42220",,"488","Metro","500,943","Santa Rosa-Petaluma, CA",,"San Jose-San Francisco-Oakland, CA"
"42300",,,"Micro","38,023","Sault Ste. Marie, MI",,
"42340",,"496","Metro","377,476","Savannah, GA",,"Savannah-Hinesville-Statesboro, GA"
"42380",,,"Micro","61,546","Sayre, PA",,
"42420",,,"Micro","38,493","Scottsbluff, NE",,
"42460",,"497","Micro","52,326","Scottsboro, AL",,"Scottsboro-Fort Payne, AL"
"42500",,"350","Micro","22,929","Scottsburg, IN",,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN"
"42540",,,"Metro","557,942","Scranton--Wilkes-Barre, PA",,
"42620",,"340","Micro","78,706","Searcy, AR",,"Little Rock-North Little Rock, AR"
"42660","42644","500","Metro","3,735,216","Seattle-Tacoma-Bellevue, WA","Seattle-Bellevue-Kent, WA","Seattle-Tacoma, WA"
"42660","45104","500","Metro","3,735,216","Seattle-Tacoma-Bellevue, WA","Tacoma-Lakewood, WA","Seattle-Tacoma, WA"
"42680",,"370","Metro","147,981","Sebastian-Vero Beach, FL",,"Miami-Port St. Lucie-Fort Lauderdale, FL"
"42700",,,"Metro","100,177","Sebring-Avon Park, FL",,
"42740",,,"Micro","42,309","Sedalia, MO",,
"42780",,"146","Micro","40,570","Selinsgrove, PA",,"Bloomsburg-Berwick-Sunbury, PA"
"42820",,"388","Micro","40,755","Selma, AL",,"Montgomery-Selma-Alexander City, AL"
"42860",,"273","Micro","75,926","Seneca, SC",,"Greenville-Spartanburg-Anderson, SC"
"42900",,"464","Micro","34,843","Seneca Falls, NY",,"Rochester-Batavia-Seneca Falls, NY"
"42940",,"315","Micro","95,523","Sevierville, TN",,"Knoxville-Morristown-Sevierville, TN"
"42980",,"294","Micro","43,779","Seymour, IN",,"Indianapolis-Carmel-Muncie, IN"
"43020",,"267","Micro","45,642","Shawano, WI",,"Green Bay-Shawano, WI"
"43060",,"416","Micro","71,614","Shawnee, OK",,"Oklahoma City-Shawnee, OK"
"43100",,,"Metro","115,094","Sheboygan, WI",,
"43140",,"172","Micro","97,038","Shelby, NC",,"Charlotte-Concord, NC-SC"
"43180",,"400","Micro","46,854","Shelbyville, TN",,"Nashville-Davidson--Murfreesboro, TN"
"43220",,"500","Micro","61,569","Shelton, WA",,"Seattle-Tacoma, WA"
"43260",,,"Micro","29,964","Sheridan, WY",,
"43300",,"206","Metro","126,146","Sherman-Denison, TX",,"Dallas-Fort Worth, TX-OK"
"43320",,,"Micro","107,902","Show Low, AZ",,
"43340",,"508","Metro","443,974","Shreveport-Bossier City, LA",,"Shreveport-Bossier City-Minden, LA"
"43380",,"212","Micro","48,902","Sidney, OH",,"Dayton-Springfield-Kettering, OH"
"43420",,,"Metro","126,516","Sierra Vista-Douglas, AZ",,
"43460",,"164","Micro","38,858","Sikeston, MO",,"Cape Girardeau-Sikeston, MO-IL"
"43500",,,"Micro","28,382","Silver City, NM",,
"43580",,,"Metro","168,647","Sioux City, IA-NE-SD",,
"43620",,,"Metro","250,564","Sioux Falls, SD",,
"43660",,,"Micro","17,346","Snyder, TX",,
"43700",,,"Micro","63,974","Somerset, KY",,
"43740",,"306","Micro","75,619","Somerset, PA",,"Johnstown-Somerset, PA"
"43760",,,"Micro","53,899","Sonora, CA",,
"43780",,"515","Metro","320,010","South Bend-Mishawaka, IN-MI",,"South Bend-Elkhart-Mishawaka, IN-MI"
"43900",,"273","Metro","325,504","Spartanburg, SC",,"Greenville-Spartanburg-Anderson, SC"
"43940",,"452","Micro","25,018","Spearfish, SD",,"Rapid City-Spearfish, SD"
"43980",,"517","Micro","16,387","Spencer, IA",,"Spencer-Spirit Lake, IA"
"44020",,"517","Micro","17,000","Spirit Lake, IA",,"Spencer-Spirit Lake, IA"
"44060",,"518","Metro","547,688","Spokane-Spokane Valley, WA",,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
"44100",,"522","Metro","210,550","Springfield, IL",,"Springfield-Jacksonville-Lincoln, IL"
"44140",,,"Metro","630,385","Springfield, MA",,
"44180",,,"Metro","455,133","Springfield, MO",,
"44220",,"212","Metro","135,520","Springfield, OH",,"Dayton-Springfield-Kettering, OH"
"44260",,,"Micro","49,392","Starkville, MS",,
"44300",,"524","Metro","160,646","State College, PA",,"State College-DuBois, PA"
"44340",,"496","Micro","73,742","Statesboro, GA",,"Savannah-Hinesville-Statesboro, GA"
"44420",,"277","Metro","120,283","Staunton, VA",,"Harrisonburg-Staunton, VA"
"44460",,"525","Micro","24,359","Steamboat Springs, CO",,"Steamboat Springs-Craig, CO"
"44500",,,"Micro","41,016","Stephenville, TX",,
"44540",,,"Micro","21,885","Sterling, CO",,
"44580",,"221","Micro","56,823","Sterling, IL",,"Dixon-Sterling, IL"
"44620",,"554","Micro","70,371","Stevens Point, WI",,"Wausau-Stevens Point-Wisconsin Rapids, WI"
"44660",,,"Micro","80,634","Stillwater, OK",,
"44700",,"488","Metro","724,153","Stockton, CA",,"San Jose-San Francisco-Oakland, CA"
"44740",,,"Micro","20,369","Storm Lake, IA",,
"44780",,"310","Micro","60,890","Sturgis, MI",,"Kalamazoo-Battle Creek-Portage, MI"
"44860",,,"Micro","35,929","Sulphur Springs, TX",,
"44900",,"174","Micro","24,880","Summerville, GA",,"Chattanooga-Cleveland-Dalton, TN-GA"
"44940",,,"Metro","107,379","Sumter, SC",,
"44980",,"146","Micro","93,038","Sunbury, PA",,"Bloomsburg-Berwick-Sunbury, PA"
"45000",,,"Micro","31,470","Susanville, CA",,
"45020",,,"Micro","14,990","Sweetwater, TX",,
"45060",,"532","Metro","659,262","Syracuse, NY",,"Syracuse-Auburn, NY"
"45140",,,"Micro","48,404","Tahlequah, OK",,
"45180",,"142","Micro","91,843","Talladega-Sylacauga, AL",,"Birmingham-Hoover-Talladega, AL"
"45220",,,"Metro","377,674","Tallahassee, FL",,
"45300",,,"Metro","2,978,209","Tampa-St. Petersburg-Clearwater, FL",,
"45340",,,"Micro","32,809","Taos, NM",,
"45380",,"522","Micro","33,562","Taylorville, IL",,"Springfield-Jacksonville-Lincoln, IL"
"45460",,,"Metro","170,642","Terre Haute, IN",,
"45500",,,"Metro","149,889","Texarkana, TX-AR",,
"45520",,,"Micro","25,687","The Dalles, OR",,
"45540",,"422","Metro","116,754","The Villages, FL",,"Orlando-Lakeland-Deltona, FL"
"45580",,"122","Micro","26,241","Thomaston, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"45620",,,"Micro","44,909","Thomasville, GA",,
"45660",,"534","Micro","55,549","Tiffin, OH",,"Toledo-Findlay-Tiffin, OH"
"45700",,,"Micro","40,531","Tifton, GA",,
"45740",,"122","Micro","25,625","Toccoa, GA",,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL"
"45780",,"534","Metro","605,204","Toledo, OH",,"Toledo-Findlay-Tiffin, OH"
"45820",,,"Metro","233,382","Topeka, KS",,
"45860",,"408","Micro","184,454","Torrington, CT",,"New York-Newark, NY-NJ-CT-PA"
"45900",,,"Micro","147,606","Traverse City, MI",,
"45940",,"408","Metro","373,362","Trenton-Princeton, NJ",,"New York-Newark, NY-NJ-CT-PA"
"45980",,,"Micro","33,287","Troy, AL",,
"46020",,"472","Micro","98,838","Truckee-Grass Valley, CA",,"Sacramento-Roseville, CA"
"46060",,"536","Metro","1,007,257","Tucson, AZ",,"Tucson-Nogales, AZ"
"46100",,,"Micro","101,773","Tullahoma-Manchester, TN",,
"46140",,"538","Metro","977,869","Tulsa, OK",,"Tulsa-Muskogee-Bartlesville, OK"
"46180",,"539","Micro","139,354","Tupelo, MS",,"Tupelo-Corinth, MS"
"46220",,,"Metro","239,589","Tuscaloosa, AL",,
"46300",,,"Metro","105,287","Twin Falls, ID",,
"46340",,"540","Metro","222,277","Tyler, TX",,"Tyler-Jacksonville, TX"
"46380",,,"Micro","87,497","Ukiah, CA",,
"46420",,"273","Micro","27,214","Union, SC",,"Greenville-Spartanburg-Anderson, SC"
"46460",,"362","Micro","36,918","Union City, TN",,"Martin-Union City, TN"
"46500",,"212","Micro","39,005","Urbana, OH",,"Dayton-Springfield-Kettering, OH"
"46520",,,"Metro","990,060","Urban Honolulu, HI",,
"46540",,,"Metro","295,267","Utica-Rome, NY",,
"46620",,,"Micro","27,015","Uvalde, TX",,
"46660",,,"Metro","143,969","Valdosta, GA",,
"46700",,"488","Metro","434,981","Vallejo, CA",,"San Jose-San Francisco-Oakland, CA"
"46780",,"338","Micro","28,262","Van Wert, OH",,"Lima-Van Wert-Celina, OH"
"46820",,,"Micro","13,907","Vermillion, SD",,
"46860",,,"Micro","36,343","Vernal, UT",,
"46900",,,"Micro","12,972","Vernon, TX",,
"46980",,"298","Micro","56,616","Vicksburg, MS",,"Jackson-Vicksburg-Brookhaven, MS"
"47020",,"544","Metro","99,028","Victoria, TX",,"Victoria-Port Lavaca, TX"
"47080",,,"Micro","36,122","Vidalia, GA",,
"47180",,,"Micro","37,763","Vincennes, IN",,
"47220",,"428","Metro","154,952","Vineland-Bridgeton, NJ",,"Philadelphia-Reading-Camden, PA-NJ-DE-MD"
"47240",,,"Micro","17,275","Vineyard Haven, MA",,
"47260",,"545","Metro","1,717,708","Virginia Beach-Norfolk-Newport News, VA-NC",,"Virginia Beach-Norfolk, VA-NC"
"47300",,,"Metro","458,809","Visalia, CA",,
"47340",,,"Micro","31,848","Wabash, IN",,
"47380",,,"Metro","263,009","Waco, TX",,
"47420",,"244","Micro","22,731","Wahpeton, ND-MN",,"Fargo-Wahpeton, ND-MN"
"47460",,"313","Metro","63,861","Walla Walla, WA",,"Kennewick-Richland-Walla Walla, WA"
"47540",,"338","Micro","45,778","Wapakoneta, OH",,"Lima-Van Wert-Celina, OH"
"47580",,"356","Metro","188,764","Warner Robins, GA",,"Macon-Bibb County--Warner Robins, GA"
"47620",,,"Micro","40,345","Warren, PA",,
"47660",,"312","Micro","53,941","Warrensburg, MO",,"Kansas City-Overland Park-Kansas City, MO-KS"
"47700",,"515","Micro","78,720","Warsaw, IN",,"South Bend-Elkhart-Mishawaka, IN-MI"
"47780",,,"Micro","32,777","Washington, IN",,
"47820",,"272","Micro","47,316","Washington, NC",,"Greenville-Kinston-Washington, NC"
"47900","23224","548","Metro","6,090,196","Washington-Arlington-Alexandria, DC-VA-MD-WV","Frederick-Gaithersburg-Rockville, MD","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
"47900","47894","548","Metro","6,090,196","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
"47920",,"198","Micro","28,659","Washington Court House, OH",,"Columbus-Marion-Zanesville, OH"
"47940",,,"Metro","170,055","Waterloo-Cedar Falls, IA",,
"47980",,,"Micro","27,963","Watertown, SD",,
"48020",,"376","Micro","84,586","Watertown-Fort Atkinson, WI",,"Milwaukee-Racine-Waukesha, WI"
"48060",,,"Metro","116,567","Watertown-Fort Drum, NY",,
"48100",,"422","Micro","27,326","Wauchula, FL",,"Orlando-Lakeland-Deltona, FL"
"48140",,"554","Metro","135,293","Wausau-Weston, WI",,"Wausau-Stevens Point-Wisconsin Rapids, WI"
"48180",,,"Micro","54,829","Waycross, GA",,
"48220",,,"Micro","29,169","Weatherford, OK",,
"48260",,"430","Metro","120,337","Weirton-Steubenville, WV-OH",,"Pittsburgh-New Castle-Weirton, PA-OH-WV"
"48300",,,"Metro","115,723","Wenatchee, WA",,
"48460",,,"Micro","40,139","West Plains, MO",,
"48500",,"200","Micro","19,990","West Point, MS",,"Columbus-West Point, MS"
"48540",,,"Metro","143,801","Wheeling, WV-OH",,
"48580",,"376","Micro","102,917","Whitewater, WI",,"Milwaukee-Racine-Waukesha, WI"
"48620",,"556","Metro","642,339","Wichita, KS",,"Wichita-Winfield, KS"
"48660",,,"Metro","150,940","Wichita Falls, TX",,
"48700",,"558","Metro","115,398","Williamsport, PA",,"Williamsport-Lock Haven, PA"
"48780",,,"Micro","32,916","Williston, ND",,
"48820",,,"Micro","42,577","Willmar, MN",,
"48900",,,"Metro","277,496","Wilmington, NC",,
"48940",,"178","Micro","41,869","Wilmington, OH",,"Cincinnati-Wilmington-Maysville, OH-KY-IN"
"48980",,"468","Micro","81,379","Wilson, NC",,"Rocky Mount-Wilson-Roanoke Rapids, NC"
"49020",,"548","Metro","134,712","Winchester, VA-WV",,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA"
"49060",,"556","Micro","36,242","Winfield, KS",,"Wichita-Winfield, KS"
"49080",,,"Micro","17,088","Winnemucca, NV",,
"49100",,,"Micro","50,992","Winona, MN",,
"49180",,"268","Metro","658,195","Winston-Salem, NC",,"Greensboro--Winston-Salem--High Point, NC"
"49220",,"554","Micro","73,427","Wisconsin Rapids-Marshfield, WI",,"Wausau-Stevens Point-Wisconsin Rapids, WI"
"49260",,,"Micro","21,140","Woodward, OK",,
"49300",,"184","Micro","115,915","Wooster, OH",,"Cleveland-Akron-Canton, OH"
"49340",,"148","Metro","934,923","Worcester, MA-CT",,"Boston-Worcester-Providence, MA-RI-NH-CT"
"49380",,,"Micro","21,854","Worthington, MN",,
"49420",,,"Metro","248,279","Yakima, WA",,
"49460",,,"Micro","22,660","Yankton, SD",,
"49500",,"434","Metro","118,063","Yauco, PR",,"Ponce-Yauco-Coamo, PR"
"49620",,"276","Metro","442,216","York-Hanover, PA",,"Harrisburg-York-Lebanon, PA"
"49660",,"566","Metro","548,821","Youngstown-Warren-Boardman, OH-PA",,"Youngstown-Warren, OH-PA"
"49700",,"472","Metro","170,227","Yuba City, CA",,"Sacramento-Roseville, CA"
"49740",,,"Metro","204,281","Yuma, AZ",,
"49780",,"198","Micro","85,933","Zanesville, OH",,"Columbus-Marion-Zanesville, OH"
"49820",,,"Micro","14,415","Zapata, TX",,
